CAMPUS_NAME,SSBSECT_SUBJ_CODE,SSBSECT_CRSE_NUMB,SSBSECT_CRN,SSBSECT_CAMP_CODE,SPRIDEN_LAST_NAME,SPRIDEN_FIRST_NAME,ID,FAKE_ID,SSBSECT_SEQ_NUMB,SFRSTCR_TERM_CODE,SSRMEET_BEGIN_TIME,SSRMEET_END_TIME,SSRMEET_BLDG_CODE,SSRMEET_ROOM_CODE,DAYS,STVLANG_DESC,SCBCRSE_TITLE,STVNATN_NATION,STVRSTS_INCL_SECT_ENRL,STUDENT_LEVEL,COLLEGE,DEPARTMENT,DEGREE,MAJOR,GPA_OVERALL,EMAIL
Clarkston -Associates courses,MATH,999,52408,PC,Alexander,Morgan,2677574,2714986,10,202505,13:00,14:50,CH,3190,MW,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,3.45,malexander33@student.gsu.edu
Clarkston -Associates courses,MATH,1001,54099,PC,Bryant,Alicia,2843195,2857602,6,202505,10:00,12:45,CH,3130,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ARTS,4,abryant8@student.gsu.edu
Online,MATH,999,54701,PF,Chang,Tracy,2881852,2005915,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.65,tchang57@student.gsu.edu
Online,MATH,1401,52986,PF,Ortiz,Jennifer,2739983,2985807,56,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,US,EH,ECEE,0,1,2.97,jortiz98@student.gsu.edu
Online,MATH,996,52983,PF,Moore,Diana,2833233,2487157,2,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,1.38,dmoore91@student.gsu.edu
Online,MATH,996,54680,PF,Costa,Terrance,2753375,2158391,6,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,PSYC,2.55,tcosta67@student.gsu.edu
Online,MATH,1111,51736,PF,Schwartz,Matthew,2814963,2697603,22,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.94,mschwartz86@student.gsu.edu
Online,MATH,1111,54724,PF,Christian,Debra,2862939,2818332,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,3.67,dchristian50@student.gsu.edu
Online,MATH,1001,54656,PF,Villarreal,Melissa,2754642,900482390,18,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,PSYC,3.36,mvillarreal48@student.gsu.edu
Online,MATH,997,52257,PF,Stewart,Norman,2890945,2355166,18,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,SOCW,3.43,nstewart52@student.gsu.edu
Online,MATH,1401,52519,PF,Malone,Jennifer,2726485,900771569,40,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,2.71,jmalone99@student.gsu.edu
Online,MATH,999,51719,PF,Martin,Richard,2606333,2971697,18,202505,TBA,,ONLINE,,,English,SUPPORT FOR COLLEGE ALGEBRA,Uganda,Y,UA,PC,,ASCC,HLHP,3.48,rmartin8@student.gsu.edu
Online,MATH,1111,54702,PF,Johnson,Monique,2868803,2269739,40,202505,TBA,,ONLINE,,,English,COLLEGE ALGEBRA,Bahamas (The),Y,US,AS,BIO,BS,BIO,3.12,mjohnson67@student.gsu.edu
Online,MATH,999,51723,PF,Reed,Amanda,2853976,2200005,24,202505,TBA,,ONLINE,,,English,SUPPORT FOR COLLEGE ALGEBRA,Nigeria,Y,UA,PC,,ASCC,CSCI,4,areed7@student.gsu.edu
Online,MATH,1401,52516,PF,Welch,Casey,2813455,2020907,48,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,AACC,SLID,3.02,cwelch19@student.gsu.edu
Online,MATH,1111,51737,PF,Bright,Samantha,900693333,900522647,24,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.75,sbright48@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Hamilton,Julie,2776954,900184511,8,202505,10:00,12:45,CD,1120,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,0.71,jhamilton41@student.gsu.edu
Online,MATH,997,52258,PF,Schultz,Corey,2967293,2514742,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,PSYC,2.38,cschultz75@student.gsu.edu
Online,MATH,1001,52981,PF,Wallace,Monique,900941065,2199711,48,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPE,0.67,mwallace72@student.gsu.edu
Clarkston -Associates courses,MATH,1401,53003,PC,Berger,Heather,2752229,2779020,18,202505,13:00,15:45,CH,3130,MW,,ELEMENTARY STATISTICS,,Y,US,NS,NURS,0,1,2.99,hberger59@student.gsu.edu
Online,MATH,1001,53989,PF,Flynn,Brandon,2863978,2836268,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,1.92,bflynn61@student.gsu.edu
Online,MATH,1111,51743,PF,Brooks,Kelly,2446028,2992946,28,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,2.57,kbrooks12@student.gsu.edu
Online,MATH,1111,54702,PF,Schmidt,Dustin,2463671,2989763,40,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLRT,3.12,dschmidt41@student.gsu.edu
Online,MATH,996,52983,PF,Sparks,Ashlee,2837130,900023094,2,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,EDPK,0.97,asparks89@student.gsu.edu
Online,MATH,996,54680,PF,Miller,George,2852338,2027505,6,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,PSYC,2.23,gmiller54@student.gsu.edu
Online,MATH,999,53481,PF,Smith,Harry,2807534,2476937,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.21,hsmith51@student.gsu.edu
Online,MATH,1111,51742,PF,Harvey,Monica,2863896,2276113,26,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,3.67,mharvey52@student.gsu.edu
Clarkston -Associates courses,MATH,1111,52409,PC,Durham,John,2867360,2507707,14,202505,10:00,12:45,CH,3190,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,2.65,jdurham39@student.gsu.edu
Online,MATH,1401,54755,PF,Murray,Douglas,2588331,2266059,26,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,EDPK,0.38,dmurray89@student.gsu.edu
Online,MATH,1111,54724,PF,Frost,Aaron,2776942,2914006,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,US,BU,FI,BBA,FI,2.87,afrost20@student.gsu.edu
Online,MATH,997,52258,PF,Scott,Jonathan,2793134,2556941,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,0.88,jscott19@student.gsu.edu
Online,MATH,997,54750,PF,Ballard,Albert,2959605,2010457,10,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,AACC,SOCY,1.96,aballard79@student.gsu.edu
Online,MATH,1001,52261,PF,Byrd,Rachel,2785891,2128222,24,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,0.95,rbyrd14@student.gsu.edu
Online,MATH,996,52983,PF,Caldwell,John,2829134,2969439,2,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,EDPK,0,jcaldwell43@student.gsu.edu
Online,MATH,1001,54657,PF,Alexander,Eric,2799885,2198683,16,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPK,1.62,ealexander77@student.gsu.edu
Online,MATH,1111,54724,PF,Matthews,Michael,2864336,2831546,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,4,mmatthews11@student.gsu.edu
Online,MATH,1401,54153,PF,Harvey,Brooke,2898305,2249934,32,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,EDPK,2,bharvey15@student.gsu.edu
Clarkston -Associates courses,MATH,1111,52409,PC,Garcia,Tracey,2766398,900361114,14,202505,10:00,12:45,CH,3190,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,1.85,tgarcia10@student.gsu.edu
Online,MATH,997,52977,PF,Coleman,Danielle,2924006,2476559,24,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,,dcoleman81@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Bruce,John,2226611,2760663,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,2.5,jbruce30@student.gsu.edu
Alpharetta,MATH,1111,54156,PA,Cruz,James,2832012,2446360,12,202505,10:00,12:45,AB,113,TR,Ukrainian,COLLEGE ALGEBRA,Ethiopia,Y,UA,PC,,ASCC,BADM,3.89,jcruz60@student.gsu.edu
Online,MATH,1001,52259,PF,Young,Timothy,2810929,2965037,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHI,2.17,tyoung97@student.gsu.edu
Online,MATH,1001,52260,PF,Andrews,Ashley,2377507,2163989,26,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CRJU,2.6,aandrews76@student.gsu.edu
Online,MATH,997,52978,PF,Andrews,Ashley,2377507,2163989,22,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CRJU,2.6,aandrews76@student.gsu.edu
Online,MATH,1401,52519,PF,Phillips,Victoria,2867504,2524855,40,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,4,vphillips9@student.gsu.edu
Online,MATH,1111,53482,PF,Barrett,Tiffany,2666393,2839145,36,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,US,BU,FI,BBA,FI,2.85,tbarrett59@student.gsu.edu
Online,MATH,1001,51724,PF,Knight,Joshua,2860677,900705431,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.78,jknight67@student.gsu.edu
Online,MATH,1001,54751,PF,Ballard,Albert,2959605,2010457,30,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,SOCY,1.96,aballard79@student.gsu.edu
Online,MATH,1001,51724,PF,Garner,Gina,2797851,2749978,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,1.36,ggarner96@student.gsu.edu
Dunwoody -Associates courses,MATH,1111,51825,PN,Obrien,Brandon,2793859,2867331,48,202505,8:00,10:45,NE,1380,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2,bobrien30@student.gsu.edu
Online,MATH,1001,53989,PF,Strong,Tyler,2852720,2481200,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,1.75,tstrong10@student.gsu.edu
Online,MATH,999,54701,PF,Lindsey,Justin,2753397,2175222,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,AACC,COMM,3.76,jlindsey90@student.gsu.edu
Online,MATH,1401,53495,PF,Gomez,Catherine,900623598,2238161,30,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,AACC,ARTS,1.95,cgomez62@student.gsu.edu
Online,MATH,1111,53358,PF,Carter,Brittney,2478728,2166176,30,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,3.18,bcarter97@student.gsu.edu
Dunwoody -Associates courses,MATH,997,51827,PN,Oliver,Dana,2867346,2652186,28,202505,13:00,13:55,NE,1220,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,0.38,doliver90@student.gsu.edu
Online,MATH,999,54701,PF,Robinson,Anne,2851215,2862942,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,2.11,arobinson34@student.gsu.edu
Online,MATH,999,52850,PF,Le,Erica,2841013,2412270,26,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,1.5,ele92@student.gsu.edu
Online,MATH,1001,52260,PF,Massey,Donna,2864343,2212736,26,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ENGR,0,dmassey26@student.gsu.edu
Online,MATH,997,51709,PF,Berger,Courtney,2933927,2501639,8,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLRT,2.39,cberger61@student.gsu.edu
Decatur -Associates courses,MATH,1111,51608,PS,Parker,Debbie,2811775,2013116,50,202505,12:00,14:45,SH,1300,TR,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,2.67,dparker33@student.gsu.edu
Online,MATH,1001,53989,PF,Riley,Scott,2877908,2208734,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,GENL,2.52,sriley37@student.gsu.edu
Online,MATH,1001,51729,PF,Davis,Jessica,2848373,2136064,42,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.8,jdavis68@student.gsu.edu
Online,MATH,1401,52982,PF,Burgess,Kenneth,2848139,2120212,52,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,1.5,kburgess81@student.gsu.edu
Online,MATH,999,51719,PF,Anderson,Gregory,2798428,2406836,18,202505,TBA,,ONLINE,,,English,SUPPORT FOR COLLEGE ALGEBRA,Australia,Y,US,BU,MK,BBA,MK,3.4,ganderson2@student.gsu.edu
Online,MATH,999,51723,PF,Mata,Amber,2730092,2563026,24,202505,TBA,,ONLINE,,,French,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,3.82,amata87@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,51826,PN,Mcintyre,Alyssa,900934599,2896300,50,202505,10:00,12:45,NE,1220,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,0,amcintyre23@student.gsu.edu
Online,MATH,1111,53482,PF,Tucker,Christopher,900934517,2267952,36,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,2.08,ctucker58@student.gsu.edu
Online,MATH,999,52850,PF,Reed,Kimberly,2902795,2658145,26,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,GENL,4,kreed75@student.gsu.edu
Online,MATH,997,54759,PF,Scott,Maria,2775930,900336868,14,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CSCI,3,mscott25@student.gsu.edu
Online,MATH,1111,55527,PF,Hodges,Chad,2906520,2352658,54,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,3.11,chodges75@student.gsu.edu
Online,MATH,1401,53307,PF,Olson,Makayla,2861129,2088110,34,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,US,NS,HL,BIS,IDS,2.73,molson32@student.gsu.edu
Online,MATH,997,52258,PF,Rhodes,Jill,2857850,2977592,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,,jrhodes6@student.gsu.edu
Online,MATH,1111,55527,PF,Francis,Lindsay,2892113,2822561,54,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,3.47,lfrancis41@student.gsu.edu
Alpharetta,MATH,1111,54156,PA,Wilson,Matthew,2836167,2406302,12,202505,10:00,12:45,AB,113,TR,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,2.39,mwilson19@student.gsu.edu
Online,MATH,1401,52984,PF,Taylor,Sydney,2863323,2982103,54,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,4,staylor41@student.gsu.edu
Online,MATH,1401,53037,PF,Dalton,Tammy,2822849,2312044,24,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,2.5,tdalton13@student.gsu.edu
Online,MATH,1001,51729,PF,Baker,Cynthia,2888740,2643236,42,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,2.06,cbaker34@student.gsu.edu
Online,MATH,997,51709,PF,Whitney,Jennifer,2885787,2660013,8,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,2.86,jwhitney50@student.gsu.edu
Online,MATH,1401,53993,PF,Ballard,Tammy,2966246,900313978,28,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,,tballard1@student.gsu.edu
Online,MATH,1401,53037,PF,Gibbs,Michael,2611182,2390804,24,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASDH,DHYG,3.93,mgibbs1@student.gsu.edu
Online,MATH,999,53481,PF,Herrera,Alexander,2660367,2871876,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,US,BU,MGT,BBA,MGT,3.21,aherrera86@student.gsu.edu
Online,MATH,1111,51736,PF,Chambers,Shawn,2858996,2183173,22,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,KIHT,2.86,schambers6@student.gsu.edu
Online,MATH,997,52258,PF,Richards,Emily,2875277,2466368,16,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,SPMT,2.5,erichards55@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Bentley,Lynn,2180049,2359243,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,0.2,lbentley66@student.gsu.edu
Online,MATH,1401,52520,PF,Hall,Daniel,2595772,2274209,38,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,1.72,dhall59@student.gsu.edu
Decatur -Associates courses,MATH,997,54919,PS,Henson,Angel,2733752,2971826,32,202505,10:00,10:55,SH,1500,TR,French,SUPPORT FOR QUANT REASONING,"Congo, Democratic Rep of the",Y,UA,PC,,ASCC,BADM,3.33,ahenson87@student.gsu.edu
Online,MATH,1111,54724,PF,Herman,Anna,2947116,900859163,44,202505,TBA,,ONLINE,,,Telugu,COLLEGE ALGEBRA,Canada,Y,UA,PC,,0,000P,,aherman67@student.gsu.edu
Online,MATH,1401,53993,PF,Brown,Jeffrey,2886222,2010995,28,202505,TBA,,ONLINE,,,Hindi,ELEMENTARY STATISTICS,India,Y,UA,PC,,ASCC,BADM,1.5,jbrown96@student.gsu.edu
Newton -Associates courses,MATH,1401,54949,PE,Blankenship,Madison,2464973,2081529,20,202505,10:00,12:45,1N,1320,TR,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,GENL,2.63,mblankenship36@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Ortiz,Kevin,2888281,2975685,8,202505,10:00,12:45,CD,1120,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BIOL,2.6,kortiz50@student.gsu.edu
Dunwoody -Associates courses,MATH,997,51827,PN,Shah,Donald,2323011,2789094,28,202505,13:00,13:55,NE,1220,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,ENGR,2,dshah29@student.gsu.edu
Decatur -Associates courses,MATH,997,51605,PS,Vasquez,Kevin,2884638,2478695,30,202505,10:00,10:55,SH,1500,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,AACC,ARTS,0,kvasquez39@student.gsu.edu
Online,MATH,1111,51736,PF,Clay,Colton,2742522,2333679,22,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,1.68,cclay79@student.gsu.edu
Online,MATH,1001,51724,PF,Chavez,Derek,2701467,2915239,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.5,dchavez65@student.gsu.edu
Online,MATH,1001,51726,PF,Paul,Ellen,2879420,900735259,36,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,MUSC,3.5,epaul9@student.gsu.edu
Online,MATH,1401,52982,PF,Barnes,Sonya,2891428,2083352,52,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,PSYC,1.4,sbarnes12@student.gsu.edu
Decatur -Associates courses,MATH,997,54919,PS,Moore,Julia,2911747,2795958,32,202505,10:00,10:55,SH,1500,TR,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,3.19,jmoore34@student.gsu.edu
Online,MATH,997,51710,PF,Garcia,Robert,2715382,2137641,6,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,0.3,rgarcia72@student.gsu.edu
Online,MATH,1111,51742,PF,Russell,Tracy,2866288,2109355,26,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,PSYC,3.45,trussell99@student.gsu.edu
Online,MATH,1111,54702,PF,Lindsey,Justin,2753397,2175222,40,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,AACC,COMM,3.76,jlindsey90@student.gsu.edu
Online,MATH,999,51720,PF,Rogers,Cynthia,2811620,2743352,14,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,3.13,crogers37@student.gsu.edu
Clarkston -Associates courses,MATH,997,51711,PC,Johnson,Stephanie,2845313,2595808,2,202505,13:00,13:55,CD,1120,TR,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,PSYC,2.38,sjohnson9@student.gsu.edu
Online,MATH,997,54750,PF,Ramos,Mitchell,2796085,2904048,10,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,3.76,mramos39@student.gsu.edu
Online,MATH,1001,53489,PF,Foley,Stephanie,2885878,900854378,14,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,PSYC,3.71,sfoley1@student.gsu.edu
Online,MATH,997,52257,PF,Jennings,Cory,1076108,2523068,18,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,PSYC,1.8,cjennings87@student.gsu.edu
Decatur -Associates courses,MATH,1111,51608,PS,Levine,Amy,2812760,2497557,50,202505,12:00,14:45,SH,1300,TR,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CHEM,2.44,alevine37@student.gsu.edu
Online,MATH,997,52978,PF,Massey,Donna,2864343,2212736,22,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,ENGR,0,dmassey26@student.gsu.edu
Online,MATH,1001,53989,PF,Harrell,Rita,2867970,2535977,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHI,3.25,rharrell94@student.gsu.edu
Online,MATH,1001,52807,PF,Sanders,Michael,2824102,2154580,44,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,0,msanders97@student.gsu.edu
Decatur -Associates courses,MATH,999,51606,PS,Martinez,James,2803938,900276054,30,202505,10:00,11:50,SH,1300,TR,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,3,jmartinez38@student.gsu.edu
Online,MATH,1001,52259,PF,Lee,Lindsey,2742478,900322881,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CHEM,2.11,llee70@student.gsu.edu
Online,MATH,1111,51743,PF,Gibson,Melanie,2847300,2349908,28,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,GENL,1.22,mgibson89@student.gsu.edu
Online,MATH,1001,51724,PF,May,Elizabeth,2895490,2475684,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,3.77,emay86@student.gsu.edu
Online,MATH,996,54754,PF,Smith,Carla,2862801,2234433,4,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,KIHT,2.11,csmith73@student.gsu.edu
Online,MATH,1401,53993,PF,Sanchez,Kristin,2713361,2169774,28,202505,TBA,,ONLINE,,,French,ELEMENTARY STATISTICS,"Congo, Democratic Rep of the",Y,UA,PC,,ASCC,BADM,1.41,ksanchez97@student.gsu.edu
Online,MATH,1401,52519,PF,Cunningham,David,2712604,2855142,40,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,2.9,dcunningham94@student.gsu.edu
Dunwoody -Associates courses,MATH,997,51827,PN,Mcintyre,Alyssa,900934599,2896300,28,202505,13:00,13:55,NE,1220,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,0,amcintyre23@student.gsu.edu
Online,MATH,1001,52981,PF,Hubbard,Casey,2905921,2836826,48,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,CRJU,1.5,chubbard74@student.gsu.edu
Online,MATH,999,51722,PF,Martinez,John,2437978,2986577,16,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLRT,2.17,jmartinez2@student.gsu.edu
Online,MATH,1401,52984,PF,Robinson,Jamie,2813458,2916560,54,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,3,jrobinson48@student.gsu.edu
Decatur -Associates courses,MATH,1111,51608,PS,Peterson,William,2650375,900485350,50,202505,12:00,14:45,SH,1300,TR,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,KIHT,2,wpeterson67@student.gsu.edu
Online,MATH,999,53481,PF,Barrett,Tiffany,2666393,2839145,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,US,BU,FI,BBA,FI,2.85,tbarrett59@student.gsu.edu
Online,MATH,1401,52984,PF,Murphy,Molly,2717984,2497993,54,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,3.35,mmurphy65@student.gsu.edu
